company;linkedin
Anderwerk GmbH;https://www.linkedin.com/company/anderwerk-gmbh/people/
Studienkreis GmbH;https://www.linkedin.com/company/studienkreis-gmbh/people/
Wichtel Akademie München GmbH;https://www.linkedin.com/company/wichtel-akademie-m%C3%BCnchen-gmbh/people/?viewAsMember=true
Universität Stuttgart;https://www.linkedin.com/school/universit%C3%A4t-stuttgart/people/
Freie Universität Berlin;https://www.linkedin.com/school/freie-universitat-berlin/people/
IUBH Internationale Hochschule GmbH;https://www.linkedin.com/school/iubh-hochschule/people/
Freie Universität Berlin;https://www.linkedin.com/school/freie-universitat-berlin/people/
Justus-Liebig-Universität Giessen;https://www.linkedin.com/school/jlugiessen/people/
VNG AG;https://www.linkedin.com/company/vngag/people/
maxQ. im bfw – Unternehmen für Bildung;https://www.linkedin.com/school/maxq.-im-bfw---unternehmen-f%C3%BCr-bildung-frankfurt/people/
Georg-August-Universität Göttingen;https://www.linkedin.com/school/-university-of-goettingen/people/
Universität Heidelberg;https://www.linkedin.com/company/university-of-heidelberg/people/
BVZ GmbH - BVZ-Frankfurt;https://www.linkedin.com/company/bvz-frankfurt/people/
Unternehmensgruppe Atoma-multipond;https://www.linkedin.com/company/multipond-group/people/
iba - Internationale Berufsakademie der F+U Unternehmensgruppe gGmbH;https://www.linkedin.com/school/ibadual/people/
Technische Hochschule Ostwestfalen-Lippe;https://www.linkedin.com/school/technische-hochschule-ostwestfalen-lippe/people/
Technische Universität München Referat 46 Gebäudemanagement;https://www.linkedin.com/school/technische-universitat-munchen/people/
Hochschule Düsseldorf;https://www.linkedin.com/school/hsduesseldorf/people/
Hochschule Schmalkalden;https://www.linkedin.com/school/schmalkalden-university/people/
Universität Trier;https://www.linkedin.com/school/university-of-trier/people/
TH Köln;https://www.linkedin.com/school/cologne-university-of-applied-sciences/people/
Wbs Gruppe;https://www.linkedin.com/company/wbs-training-ag/people/
Hochschule für Wirtschaft, Technik und Kultur (HWTK);https://www.linkedin.com/company/hwtk/people/
Hochschule für angewandte Wissenschaften München;https://www.linkedin.com/school/hochschule-muenchen/people/
Universität Greifswald;https://www.linkedin.com/school/uni-greifswald/people/
Technische Universität Hamburg;https://www.linkedin.com/school/technische-universit%C3%A4t-hamburg/people/
Kunsthochschule für Medien Köln;https://www.linkedin.com/school/kunsthochschule-f%C3%BCr-medien-k%C3%B6ln/people/
Hochschule Rhein-Waal;https://www.linkedin.com/school/rhine-waal-university/people/
plusYOU GmbH;https://www.linkedin.com/company/plusyou-gmbh/people/
SRH Berufliches Trainingszentrum Rhein-Neckar gGmbH;https://www.linkedin.com/company/srh-berufliches-trainingszentrum-rhein-neckar-ggmbh/people/
RWTH Aachen University;https://www.linkedin.com/school/rwth-aachen-university/people/
Universitätsmedizin Tübingen;https://www.linkedin.com/company/universit%C3%A4tsklinikum-t%C3%BCbingen/people/
Technische Universität Darmstadt;https://www.linkedin.com/school/technische-universitat-darmstadt/people/
Universität Heidelberg;https://www.linkedin.com/company/university-of-heidelberg/people/
Hertie School of Governance;https://www.linkedin.com/school/hertie-school/people/
Technische Hochschule Aschaffenburg;https://www.instagram.com/uni_koeln/
Wolter - Hoppenburg;https://www.linkedin.com/company/wolter-hoppenberg-rechtsanwaelte/people/
AWO pro mensch gGmbH;https://www.linkedin.com/company/awo-kreisverband-berlin-nordwest-e-v-/people/
Rhön-Klinikum Campus Bad Neustadt;https://www.linkedin.com/company/rh%C3%B6n-klinikum-ag/people/
FOM Hochschule für Berufstätige, Ökonomie & Management gemeinnützige GmbH;https://www.linkedin.com/school/fom-hochschule-f%C3%BCr-oekonomie-&-management/people/
IUBH Internationale Hochschule GmbH;https://www.linkedin.com/school/iubh-hochschule/people/
HOCHSCHULE für Angewandte Wissenschaften - Fachhochschule LANDSHUT;https://www.linkedin.com/school/hochschule-landshut/people/
IUBH Internationale Hochschule GmbH;https://www.linkedin.com/school/iubh-hochschule/people/
Hochschule für Angewandte Wissenschaften - Hochschule Neu-Ulm;https://www.linkedin.com/school/hochschule-neu-ulm/people/
Nordwest-zeitung Verlagsgesellschaft Mh Und Co. Kg;https://www.linkedin.com/company/nwz-mediengruppe/people/
Universität Leipzig;https://www.linkedin.com/school/university-of-leipzig/people/
IUBH Internationale Hochschule GmbH - Campus Frankfurt a. M.;https://www.linkedin.com/school/iubh-hochschule/people/
Universität für Musik und darstellende Kunst Wien;https://www.linkedin.com/school/universitat-fur-musik-und-darstellende-kunst-wien/people/
Hochschule Mannheim;https://www.linkedin.com/school/hochschule-mannheim/people/
Katholische Hochschule Nordrhein-Westfalen;https://www.linkedin.com/school/katholische-fachhochschule-nordrhein-westfalen-k%C3%B6ln/people/
Hochschule Heilbronn;https://www.linkedin.com/company/hochschule-heilbronn/people/
Niedersächsisches Studieninstitut für kommunale Verwaltung e.V.;https://www.linkedin.com/company/nsi-hsvn/people/
Universität Stuttgart;https://www.linkedin.com/school/universit%C3%A4t-stuttgart/people/
Hochschule Hamm-Lippstadt;https://www.linkedin.com/school/hochschule-hamm-lippstadt/people/
Provadis School of International Management and Technology;https://www.linkedin.com/school/provadis-school-of-international-management-and-technology-ag/people/
Hochschule für öffentliche Verwaltung Kehl;https://www.linkedin.com/company/hochschule-f-r-ffentliche-verwaltung-kehl/people/
Hochschule Fresenius;https://www.linkedin.com/school/fresenius/people/
Hochschule Furtwangen;https://www.linkedin.com/school/hochschule-furtwangen-university/people/
Bezirksklinikum Mainkofen;https://www.linkedin.com/company/bezirksklinikum-mainkofen/people/
AKAD University - AKAD Bildungsgesellschaft mbH;https://www.linkedin.com/school/akad-university/people/
Dhbw Duale Hochschule Baden-württemberg - Präsidium;https://www.linkedin.com/school/duale-hochschule-baden-w%C3%BCrttemberg/people/
Beuth Hochschule für Technik Berlin;https://www.linkedin.com/school/beuth-hochschule-f%C3%BCr-technik-berlin-ehemals-technische-fachhochschule-berlin-/people/
Hochschule Ruhr West;https://www.linkedin.com/company/hochschule-ruhr-west/people/
Franz von Assisi gGmbH;https://www.linkedin.com/company/franz-von-assisi-ggmbh/people/
Hochschule Rhein-Waal - Rhine-Waal University of Applied Sciences;https://www.linkedin.com/school/rhine-waal-university/people/
DHWB Duale Hochschule Baden-Württemberg Mannheim;https://www.linkedin.com/school/duale-hochschule-baden-w%C3%BCrttemberg/people/
hsg Hochschule für Gesundheit;https://www.linkedin.com/company/hochschule-f%C3%BCr-gesundheit/people/
Rheinische Friedrich-Wilhelms-Universität Bonn;https://www.linkedin.com/school/rheinische-friedrich-wilhelms-universit%C3%A4t-bonn/people/
Hochschule Emden/Leer;https://www.linkedin.com/school/hochschule-emden-leer/people/
Fachhochschule Südwestfalen;https://www.linkedin.com/school/fachhochschule-s-dwestfalen/people/
GSM Training & Integration GmbH;https://www.linkedin.com/company/gsm-training-integration-gmbh/people/
Hochschule Neubrandenburg;https://www.linkedin.com/company/hochschule-neubrandenburg/people/
Fachhochschule Dortmund;https://www.linkedin.com/school/fachhochschule-dortmund/people/
Fachhochschule Kiel;https://www.linkedin.com/school/fachhochschule-kiel/people/
Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH) / HTWK Leipzig;https://www.linkedin.com/school/htwk-leipzig/people/
Universität Potsdam;https://www.linkedin.com/school/university-of-potsdam/people/
Universität Bremen;https://www.linkedin.com/school/university-of-bremen/people/
Psychiatrisches Zentrum Nordbaden;https://www.linkedin.com/company/psychiatrisches-zentrum-nordbaden-pzn-wiesloch/people/
Technische Hochschule Brandenburg;https://www.linkedin.com/school/th-brandenburg/people/
Goethe-Institut e.V.;https://www.linkedin.com/company/goethe-institut/people/
DAAD Deutscher Akademischer Austauschdienst e.V.;https://www.linkedin.com/school/daad-german-academic-exchange-service/people/
Hochschule Mainz;https://www.linkedin.com/school/hsmainz/people/
BFW Leipzig Berufsförderungwerk;https://www.linkedin.com/company/berufsf%C3%B6rderungswerk-leipzig-gemeinn%C3%BCtzige-gmbh/people/
Hochschule Reutlingen;https://www.linkedin.com/school/hochschule-reutlingen/people/
Hochschule Offenburg;https://www.linkedin.com/school/offenburg-university-of-applied-sciences/people/
VdS Schadenverhütung GmbH;https://www.linkedin.com/company/vds-schadenverhuetung-gmbh/people/
Hochschule Trier;https://www.linkedin.com/school/hochschule-trier/people/
Hochschule Niederrhein;https://www.linkedin.com/school/hochschule-niederrhein/people/
Hochschule Karlsruhe - Technik und Wirtschaft;https://www.linkedin.com/school/hochschule-karlsruhe---technik-und-wirtschaft/people/
Hochschule für Technik und Wirtschaft Dresden;https://www.linkedin.com/school/hochschule-f-r-technik-und-wirtschaft/people/
Hochschule Albstadt-Sigmaringen;https://www.linkedin.com/school/hochschule-albstadt-sigmaringen/people/
Universität der Bundeswehr München;https://www.linkedin.com/school/universitaet-der-bundeswehr-muenchen/people/
Hochschule Für Angewandte Wissenschaften Würzburg-Schweinfurt;https://www.linkedin.com/school/hochschule-f%C3%BCr-angewandte-wissenschaften-w%C3%BCrzburg-schweinfurt/people/
Ostbayerische Technische Hochschule Amberg-Weiden;https://www.linkedin.com/school/oth-amberg-weiden/people/
Hochschule für Technik und Wirtschaft des Saarlandes;https://www.linkedin.com/school/hochschule-f%C3%BCr-technik-und-wirtschaft-des-saarlandes-saarbr%C3%BCcken/people/
Hochschule Aalen;https://www.linkedin.com/company/hochschule-aalen/people/
Fachhochschule Münster / FH Münster;https://www.linkedin.com/school/fhmuenster/people/
SRH Berufsbildungswerk Neckargemünd gGmbH;https://www.linkedin.com/company/srh-holding/people/
Bergische Universität Wuppertal;https://www.linkedin.com/school/buw/people/
RWTH Rheinisch-Westfälischen Technischen Hochschule / RWTH Aachen University;https://www.linkedin.com/school/rwth-aachen-university/people/
Fachhochschule Weihenstephan;https://www.linkedin.com/school/fachhochschule-weihenstephan-freising/people/
Universität für angewandte Kunst Wien;https://www.linkedin.com/school/universit%C3%A4t-f%C3%BCr-angewandte-kunst-wien/people/
Universitätsklinikum Freiburg;https://www.linkedin.com/company/universit%C3%A4tsklinikum-freiburg/people/
Hochschule Anhalt (FH);https://www.linkedin.com/school/hochschuleanhalt/people/
HTW Berlin / Hochschule für Technik und Wirtschaft Berlin;https://www.linkedin.com/school/htwberlin/people/
Hochschule für angewandte Wissenschaften Coburg;https://www.linkedin.com/school/hochschule-coburg/people/
Fachhochschule Erfurt;https://www.linkedin.com/school/fachhochschule-erfurt/people/
Otto-von-Guericke-Universität Magdeburg;https://www.linkedin.com/school/otto-von-guericke-university-magdeburg/people/
Berufsförderungswerk Schömberg;https://www.linkedin.com/company/berufsf%C3%B6rderungswerk-sch%C3%B6mberg-ggmbh/people/
Deutsche Sporthochschule Köln;https://www.linkedin.com/school/sporthochschule/people/
BVS Bayerische Verwaltungsschule;https://www.linkedin.com/company/bayerische-verwaltungsschule/people/
Pädagogische Hochschule Karlsruhe;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-karlsruhe/people/
Friedrich-Alexander-Universität Erlangen-Nürnberg;https://www.linkedin.com/school/friedrich-alexander-university-erlangen-n-rnberg/people/
Technische Hochschule Rosenheim;https://www.linkedin.com/school/th-rosenheim/people/
Hochschule Pforzheim;https://www.linkedin.com/company/hochschule-pforzheim/people/
TUHH Technische Universität Hamburg;https://www.linkedin.com/school/technische-universit%C3%A4t-hamburg/people/
OTH Ostbayerische Technische Hochschule Regensburg;https://www.linkedin.com/school/fachhochschule-regensburg/people/
Jugendwohnen im Kiez - Jugendhilfe gGmbH;https://www.linkedin.com/company/jugendwohnen-im-kiez-e-v/people/
Fraunhofer-Institut für Umwelt- Sicherheits- und Energietechnik Umsicht;https://www.linkedin.com/company/fraunhofer-umsicht/people/
Pädagogische Hochschule Schwäbisch Gmünd Personalverwaltung;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-schw%C3%A4bisch-gm%C3%BCnd/people/
Klax Berlin gGmbH;https://www.linkedin.com/company/klax-gruppe/people/
Technische Universität Darmstadt;https://www.linkedin.com/school/technische-universitat-darmstadt/people/
Pädagogische Hochschule Ludwigsburg;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-ludwigsburg/people/
Provadis Partner für Bildung & Beratung GmbH;https://www.linkedin.com/company/provadis-partner-f%C3%BCr-bildung-und-beratung-gmbh/people/
Hochschule Biberach;https://www.linkedin.com/school/hochschule_biberach/people/
Miltenyi Biotec B.V. & Co. KG;https://www.linkedin.com/company/miltenyi-biotec/people/
Universität Erfurt;https://www.linkedin.com/school/university-of-erfurt/
Eberhard Karls Universität Tübingen;https://www.linkedin.com/school/eberhard-karls-universit%C3%A4t-t%C3%BCbingen/people/
Fachhochschule Stralsund;https://www.linkedin.com/school/hochschule-stralsund/people/
Hochschule Nordhausen;https://www.linkedin.com/company/hochschule-nordhausen/people/
Hochschule Bremerhaven;https://www.linkedin.com/school/bremerhaven-university-of-aplied-sciences/people/
Berufsförderungswerk Frankfurt am Main (BFW);https://www.linkedin.com/company/berufsf%C3%B6rderungswerk-frankfurt-am-main-e.v.-zentrum-f.-berufliche-rehabilitation/people/
Hochschule für Musik und Darstellende Kunst Frankfurt am Main;https://www.linkedin.com/company/hfmdk-frankfurt/people/
SRH-Holding (SdbR);https://www.linkedin.com/company/srh-holding/people/
Universität Regensburg;https://www.linkedin.com/school/university-of-regensburg/people/
Hochschule für Angewandte Wissenschaften - Fachhochschule Aschaffenburg;https://www.linkedin.com/school/thaschaffenburg/people/
euniwell Universität für Wohlbefinden / c / o Universität zu Köln;https://www.linkedin.com/school/university-of-cologne/people/
Karl-Franzens-Universität Graz;https://www.linkedin.com/school/university-of-graz/people/
Universität Paderborn;https://www.linkedin.com/school/university-of-paderborn/people/
Pädagogische Hochschule Heidelberg;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-heidelberg/people/
Pädagogische Hochschule Freiburg;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-freiburg/people/
Katholische Fachhochschule Mainz;https://www.linkedin.com/school/katholische-fachhochschule-mainz/people/
Ludwigs-Maximilians-Universität München - Medizinische Fakultät;https://www.linkedin.com/school/lmu.muenchen/people/
HNE Hochschule für nachhaltige Entwicklung Eberswalde (FH);https://www.linkedin.com/school/hochschule-f%C3%BCr-nachhaltige-entwicklung-eberswalde/people/
Medical Park Chiemsee;https://www.linkedin.com/company/medical-park-chiemsee/people/
Universität Kaiserslautern Fachbereich Physik;https://www.linkedin.com/school/technische-universitat-kaiserslautern/people/
Deutsches Herzzentrum Berlin;https://www.linkedin.com/company/deutsches-herzzentrum-berlin-dhzb-/people/
Pädagogische Hochschule Weingarten;https://www.linkedin.com/school/p%C3%A4dagogische-hochschule-weingarten/people/
Deutsche Universität für Verwaltungswissenschaften Speyer;https://www.linkedin.com/school/deutsche-universit%C3%A4t-f%C3%BCr-verwaltungswissenschaften-speyer/people/
Otto-Friedrich-Universität Bamberg;https://www.linkedin.com/school/otto-friedrich-universitat-bamberg/people/
Hochschule Kaiserslautern;https://www.linkedin.com/school/hochschule-kaiserslautern/people/
Stiftung Das Rauhe Haus;https://www.linkedin.com/company/das-rauhe-haus---wohnhaus/people/
FHW Fachhochschule Westküste Hochschule für Wirtschaft u. Technik;https://www.linkedin.com/school/fhwestkueste/people/
Johann Wolfgang Goethe-Universität;https://www.linkedin.com/school/goethe-universitat-frankfurt/people/
Technische Hochschule Ulm;https://www.linkedin.com/company/hochschule-ulm/people/
Hochschule Wismar;https://www.linkedin.com/school/hochschule-wismar/people/
Evangelische Hochschule Ludwigsburg;https://www.linkedin.com/company/evangelische-hochschule-ludwigsburg/people/
Hochschule der Medien;https://www.linkedin.com/school/hochschule-der-medien-stuttgart/people/
Ludwig-Maximilians-Universität;https://www.linkedin.com/school/lmu.muenchen/people/
Technische Universität Wien -TU Wien- / Vienna University of Technology;https://www.linkedin.com/school/tuwien/people/
Technische Universität München Heinz Maier-Leibnitz (FRM II);https://www.linkedin.com/school/technische-universitat-munchen/people/
Technische Universität Berlin;https://www.linkedin.com/school/tuberlin/people/
Fachhochschule Aachen;https://www.linkedin.com/company/fh-aachen/people/
Bauhaus-Universität Weimar;https://www.linkedin.com/school/bauhaus-university-weimar/people/
HAWK - Hochschule für angewandte Wissenschaft und Kunst;https://www.linkedin.com/school/hawk-hochschule-hildesheim-holzminden-goettingen/people/
Fachhochschule Kiel;https://www.linkedin.com/school/fachhochschule-kiel/people/
HRK Hochschulrektorenkonferenz;https://www.linkedin.com/company/hochschulrektorenkonferenz/people/
Universität Passau;https://www.linkedin.com/school/university-of-passau/people/
Westfälische Wilhelms-Universität Münster;https://www.linkedin.com/school/university-of-muenster/people/
Kbo Kinderzentrum München Gemeinnützige Gmbh;https://www.linkedin.com/company/kliniken-des-bezirks-oberbayern/people/
Universität des Saarlandes;https://www.linkedin.com/school/saarland-university/people/
Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg);https://www.linkedin.com/company/hamburg-university-of-applied-sciences/people/
Diakonie Kork;https://www.linkedin.com/company/diakonie-kork/people/
Hochschule Bonn-Rhein-Sieg;https://www.linkedin.com/school/hochschule-bonn-rhein-sieg/people/
Köster GmbH - Köster Gruppe;https://www.linkedin.com/company/k%C3%B6ster-gmbh/people/
HFH · Hamburger Fern-Hochschule gGmbH;https://www.linkedin.com/school/hamburger-fern-hochschule/people/
Universität Duisburg-Essen;https://www.linkedin.com/school/university-of-duisburg-essen/people/
Universität zu Lübeck;https://www.linkedin.com/school/universit%C3%A4t-zu-l%C3%BCbeck/people/
Günter-Stöhr-Gymnasium / St. Anna Schulverbund GGmbH;https://www.linkedin.com/company/st.-anna-schulverbund-gemeinn%C3%BCtzige-gmbh/people/
Westfälische Wilhelms-Universität Münster / WWU;https://www.linkedin.com/school/university-of-muenster/people/
Universität Hohenheim;https://www.linkedin.com/school/universitat-hohenheim/people/
Universität Bayreuth;https://www.linkedin.com/school/university-of-bayreuth/people/
Universität der Künste Berlin;https://www.linkedin.com/school/universit%C3%A4t-der-k%C3%BCnste-berlin/people/
esmt European School of Management and Technology GmbH;https://www.linkedin.com/school/esmt/people/
Carl von Ossietzky Universität Oldenburg;https://www.linkedin.com/school/carl-von-ossietzky-university-of-oldenburg/people/
Philipps-Universität Marburg;https://www.linkedin.com/school/philipps-universit-t-marburg/people/
Ruprecht Karls Universität Heidelberg;https://www.linkedin.com/company/university-of-heidelberg/people/
Helmut-Schmidt-Universität;https://www.linkedin.com/company/helmut-schmidt-university/people/
Universität Kassel;https://www.linkedin.com/school/uni-kassel/people/
Universität Duisburg-Essen (UDE) - Campus Duisburg;https://www.linkedin.com/school/university-of-duisburg-essen/people/
Universität Augsburg;https://www.linkedin.com/school/university-of-augsburg/people/
Bernd Blindow Gruppe;https://www.linkedin.com/company/bernd-blindow-schulen-hannover/people/
Technische Universität Berlin;https://www.linkedin.com/school/tuberlin/people/
Hochschule Osnabrück;https://www.linkedin.com/company/hochschule-osnabrueck-university-of-applied-sciences/people/
Hochschule des Bundes für öffentliche Verwaltung;https://www.linkedin.com/company/hs-bund/people/
IB Internationaler Bund e.V. - Freier Träger der Jugend-, Sozial- u. Bildungsarbeit e.V.;https://www.linkedin.com/company/internationalerbund/people/
Fachhochschule Karlsruhe Hochschule für Technik;https://www.linkedin.com/school/hochschule-karlsruhe---technik-und-wirtschaft/people/
Westsächsische Hochschule Zwickau;https://www.linkedin.com/school/westsachsische-hochschule-zwickau/people/
Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth;https://www.linkedin.com/company/jade-hochschule/people/
Katholische Stiftungshochschule München - University Of Applied Sciences;https://www.linkedin.com/school/katholische-stiftungsfachhochschule-m%C3%BCnchen/people/
Otto-Friedrich-Universität Bamberg;https://www.linkedin.com/school/otto-friedrich-universitat-bamberg/people/
Kliniken Maria Hilf GmbH;https://www.linkedin.com/company/kliniken-maria-hilf-gmbh/people/
Universität Duisburg-Essen Campus Essen;https://www.linkedin.com/school/university-of-duisburg-essen/people/
Europa-Universität Flensburg;https://www.linkedin.com/school/universit-t-flensburg/people/
Ludwig-Maximilians-Universität München / LMU;https://www.linkedin.com/school/lmu.muenchen/people/
Technische Universität Dortmund;https://www.linkedin.com/school/tu-dortmund-university/people/
Albert-Ludwigs-Universität Freiburg;https://www.linkedin.com/school/albert-ludwigs-universitaet-freiburg/people/
Georg-August-Universität Göttingen - Stiftung Öffentlichen Rechts;https://www.linkedin.com/school/-university-of-goettingen/people/
Universität Hamburg;https://www.linkedin.com/school/university-of-hamburg/people/
Johannes Gutenberg-Universität Mainz;https://www.linkedin.com/school/unimainz/people/
Institut für Physik der Johannes Gutenberg-Universität Mainz;https://www.linkedin.com/school/unimainz/?originalSubdomain=de
Carl von Ossietzky Uni Oldenburg;https://www.linkedin.com/school/carl-von-ossietzky-university-of-oldenburg/people/
ASB Lehrerkooperative gGmbH;https://www.linkedin.com/company/asb-lehrerkooperative-ggmbh/people/
Berufsakademie Sachsen Staatliche Studienakademie Glauchau;https://www.linkedin.com/company/staatliche-studienakademie-glauchau/people/
Universität Potsdam - DIfE - Deutsches Institut für Ernährungsforschung;https://www.linkedin.com/company/german-institute-of-human-nutrition/people/
TU Dresden;https://www.linkedin.com/school/tu-dresden/people/
Heinrich-Heine-Universität Düsseldorf;https://www.linkedin.com/school/heinrich-heine-universitat-dusseldorf/people/
Studentenring;https://www.linkedin.com/company/studentenring/people/
Bayerische Rotes Kreuz;https://www.linkedin.com/company/bayerisches-rotes-kreuz-brk/people/
Technische Universität Bergakademie Freiberg;https://www.linkedin.com/school/tu-freiberg.de/people/
Berufsförderungswerk München gemeinnützige Gesellschaft mbH;https://www.linkedin.com/company/bfw-muenchen/people/
Otto Christ AG;https://www.linkedin.com/company/christwashsystems/people/
Euro-schulen-organisation Gmbh - Eso Education Group;https://www.linkedin.com/company/euro-schulen-eso-education-group/people/
Medical Park Bad Rodach GmbH;https://www.linkedin.com/company/medical-park-chiemsee/people/
FH Bielefeld / Fachhochschule Bielefeld;https://www.linkedin.com/school/fachhochschule-bielefeld/people/
