company;youtube
HOCHSCHULE für Angewandte Wissenschaften - Fachhochschule LANDSHUT;https://www.youtube.com/channel/UCW36rNOxQlv7CjN7DrzX9sg
IUBH Internationale Hochschule GmbH;https://www.youtube.com/user/IUBHGermany
Hochschule für Angewandte Wissenschaften - Hochschule Neu-Ulm;https://www.youtube.com/channel/UCSm55exzvDBeusbAErPkesw
Nordwest-zeitung Verlagsgesellschaft Mh Und Co. Kg;https://www.youtube.com/user/nwzplay
Universität Leipzig;https://www.youtube.com/user/UniversityofLeipzig
Leibniz Universität Hannover;https://www.youtube.com/user/LeibnizUniHannover
IUBH Internationale Hochschule GmbH - Campus Frankfurt a. M.;https://www.youtube.com/user/IUBHGermany
Universität für Musik und darstellende Kunst Wien;https://www.youtube.com/user/mdwvienna
Hochschule Mannheim;https://www.youtube.com/user/HochschuleMannheim
Katholische Hochschule Nordrhein-Westfalen;https://www.youtube.com/user/KatHONRW
Hochschule Heilbronn;https://www.youtube.com/user/HochschuleHeilbronn
Universität Stuttgart;https://www.youtube.com/user/UniStuttgartTV
Hochschule Hamm-Lippstadt;https://www.youtube.com/user/hshammlippstadt
Provadis School of International Management and Technology;https://www.youtube.com/user/provadisfrankfurt
Kindertagesstätten Nordwest;https://www.youtube.com/channel/UCVecK7oCK8UNul8UKSmwnrg
Hochschule für öffentliche Verwaltung Kehl;https://www.youtube.com/channel/UC_7N36BPgaXQghbOYI3aJrQ
Hochschule Fresenius;https://www.youtube.com/channel/UCq9E5LlsAWjzK5RkvhWUZKQ
Hochschule Furtwangen;https://www.youtube.com/channel/UCBj-vOyXyOKVbIBMj3oBGZg
AKAD University - AKAD Bildungsgesellschaft mbH;https://www.youtube.com/c/akaduniversity
Dhbw Duale Hochschule Baden-württemberg - Präsidium;https://www.youtube.com/user/DualeHochschuleBW
Beuth Hochschule für Technik Berlin;https://www.youtube.com/user/BeuthHochschule
DRK Hamburg gemeinnützige Gesellschaft zur Förderung der Kinder- und Jugendhilfe mbH;https://www.youtube.com/c/DrkDe-Deutsches-Rotes-Kreuz
Hochschule Ruhr West;https://www.youtube.com/user/hochschuleruhrwest
Hochschule Rhein-Waal - Rhine-Waal University of Applied Sciences;https://www.youtube.com/user/HSRheinWaal
DHWB Duale Hochschule Baden-Württemberg Mannheim;https://www.youtube.com/user/DualeHochschuleBW
hsg Hochschule für Gesundheit;https://www.youtube.com/user/hsgBochum
Rheinische Friedrich-Wilhelms-Universität Bonn;https://www.youtube.com/user/UniBonnTV
Hochschule Emden/Leer;https://www.youtube.com/channel/UCBwRmC54FXW61FsE_aoxtqw
Fachhochschule Südwestfalen;https://www.youtube.com/c/fhsuedwestfalen
GSM Training & Integration GmbH;https://www.youtube.com/channel/UCbhil4KEnBoXfillFsFPBRg
Hochschule Neubrandenburg;https://www.youtube.com/user/HsNbTv/
Fachhochschule Dortmund;https://www.youtube.com/user/FachhochschuleDO
Fachhochschule Kiel;https://www.youtube.com/channel/UCtArkI5RpS0MpLf0jxqWsPg
Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH) / HTWK Leipzig;https://www.youtube.com/user/DieHTWKLeipzig/videos
Universität Potsdam;https://www.youtube.com/user/PresseUniPotsdam
Universität Bremen;https://www.youtube.com/user/Universitaetbremen
Psychiatrisches Zentrum Nordbaden;https://www.youtube.com/user/PZNWiesloch
Technische Hochschule Brandenburg;https://www.youtube.com/c/FachhochschuleBrandenburgBrandenburganderHavel/featured
Goethe-Institut e.V.;https://www.youtube.com/user/goetheinstitut
Hochschule Mainz;https://www.youtube.com/channel/UCIUT-9LyaSdcb090aiIhxZQ
Hochschule Reutlingen;https://www.youtube.com/hochschulereutlingen
Hochschule Offenburg;https://www.youtube.com/channel/UC3qZVQ5BOnXURhB5AivK1eA
VdS Schadenverhütung GmbH;https://www.youtube.com/channel/UC_jf-DXr17QxTpW8HHVYIhw
Hochschule Trier;https://www.youtube.com/channel/UCXi2pSnukm4AOm1Sgd22e2A
Hochschule Niederrhein;https://www.youtube.com/user/hsniederrhein
Hochschule Karlsruhe - Technik und Wirtschaft;https://www.youtube.com/user/HsKAvideo
Hochschule für Technik und Wirtschaft Dresden;https://www.youtube.com/channel/UCykd_8EtaqP0QYQYNVO8MSg
Hochschule Albstadt-Sigmaringen;https://www.youtube.com/channel/UCmwSdMX4oo6XT7mUopyPR2A
Herz- und Diabeteszentrum NRW der Ruhr-Universität Bochum;https://www.youtube.com/user/hdznrw
Universität der Bundeswehr München;https://www.youtube.com/channel/UCOSDUvJ40nG1yzc0HTcgfew
Hochschule Für Angewandte Wissenschaften Würzburg-Schweinfurt;https://www.youtube.com/user/FHWSvideos
Ostbayerische Technische Hochschule Amberg-Weiden;https://www.youtube.com/user/HAWAmbergWeiden
Hochschule für Technik und Wirtschaft des Saarlandes;https://www.youtube.com/channel/UCy033MGqngwOBwWqaTFGDug
Hochschule Aalen;https://www.youtube.com/channel/UCNAlFWyNWmMazv9ffB_HAMg
Fachhochschule Münster / FH Münster;https://www.youtube.com/channel/UCXHg2Dtlc9T7ZVvuys1XfZw
SRH Berufsbildungswerk Neckargemünd gGmbH;https://www.youtube.com/channel/UCHKmdCY5PbYUj85PBtq_qzg
Bergische Universität Wuppertal;https://www.youtube.com/channel/UC7J_SsRaAa4R280iM5-pcQA
RWTH Rheinisch-Westfälischen Technischen Hochschule / RWTH Aachen University;https://www.youtube.com/user/RWTHAachenUniversity
Fachhochschule Weihenstephan;https://www.youtube.com/channel/UCNZw_56nDd1ygRJ4JzIFaLw/
Universität für angewandte Kunst Wien;https://www.youtube.com/user/DieAngewandteWien
Universitätsklinikum Freiburg;https://www.youtube.com/user/UniklinikumFreiburg
Hochschule Anhalt (FH);https://www.youtube.com/channel/UC_KgOfb7KsinWUebe3EdF8Q
HTW Berlin / Hochschule für Technik und Wirtschaft Berlin;https://www.youtube.com/user/HTWBerlin
Hochschule für angewandte Wissenschaften Coburg;https://www.youtube.com/user/HochschuleCoburg
Fachhochschule Erfurt;https://www.youtube.com/user/FachhochschuleErfurt
Otto-von-Guericke-Universität Magdeburg;https://www.youtube.com/channel/UCX7seJ01ntgujN3NilAUkUw
Berufsförderungswerk Schömberg;https://www.youtube.com/user/BFWSB2010
Deutsche Sporthochschule Köln;https://www.youtube.com/user/Sporthochschule
Pädagogische Hochschule Karlsruhe;https://www.youtube.com/channel/UCI4iiSKWM0oOtMGXui9yFOg
Friedrich-Alexander-Universität Erlangen-Nürnberg;https://www.youtube.com/unifau
Technische Hochschule Rosenheim;https://www.youtube.com/c/TechnischeHochschuleRosenheim
Hochschule Pforzheim;https://www.youtube.com/user/HochschulePforzheim
TUHH Technische Universität Hamburg;https://www.youtube.com/user/TUHamb
OTH Ostbayerische Technische Hochschule Regensburg;https://www.youtube.com/channel/UCTlHprZiB2OYT4D5MOhz-sQ
Hochschule Flensburg Flensburg University of Applied Sciences;https://www.youtube.com/c/HochschuleFlensburg
Fraunhofer-Institut für Umwelt- Sicherheits- und Energietechnik Umsicht;https://www.youtube.com/fraunhoferumsicht
Klax Berlin gGmbH;https://www.youtube.com/channel/UCxfWLjaKAaTHZKHFGnI7xHg
Technische Universität Darmstadt;https://www.youtube.com/channel/UCGaNnlFr7qtiOLvZ293qvWg
Provadis Partner für Bildung & Beratung GmbH;https://www.youtube.com/user/provadisfrankfurt
Hochschule Biberach;https://www.youtube.com/channel/UCqfICKMbmxYiXoLyxPryMeQ
Miltenyi Biotec B.V. & Co. KG;https://www.youtube.com/c/MiltenyiBiotec_MACS
Universität Erfurt;https://www.youtube.com/user/UniErfurt
Eberhard Karls Universität Tübingen;https://www.youtube.com/channel/UCfqmh9cUkSo--IVhnO7Lo2A
Fachhochschule Stralsund;https://www.youtube.com/channel/UC98VqFNMKTXR-JT368ygwEA
Hochschule Nordhausen;https://www.youtube.com/user/PresseFHN
Hochschule Bremerhaven;https://www.youtube.com/channel/UC-RyTL2AW3-xmqGKfpanWqA
Hochschule für Musik und Darstellende Kunst Frankfurt am Main;https://www.youtube.com/channel/UCOWYNRLuhJNvobkwXmTOVpA
SRH-Holding (SdbR);https://www.youtube.com/channel/UCHKmdCY5PbYUj85PBtq_qzg
Universität Regensburg;https://www.youtube.com/channel/UCIEuZpCKdN96I9yacroJaBw
Pestalozzi Kinder- und Jugenddorf Wahlwies e.V. / Dr. Erich-Fischer-Schule;https://www.youtube.com/user/PestalozziWahlwies
Hochschule für Angewandte Wissenschaften - Fachhochschule Aschaffenburg;https://www.youtube.com/channel/UCbVZXfJxAUZ-uNjviunzUgg
euniwell Universität für Wohlbefinden / c / o Universität zu Köln;https://www.youtube.com/user/UniversitaetzuKoeln
Karl-Franzens-Universität Graz;https://www.youtube.com/user/unigraz
Universität Paderborn;https://www.youtube.com/user/upbvideo
Pädagogische Hochschule Freiburg;https://www.youtube.com/channel/UCRtCFWN_rj7o4I_uHkHC-YQ
Katholische Fachhochschule Mainz;https://www.youtube.com/channel/UCHWG9bIcuxqaXTH3nHO-8Pw
Ludwigs-Maximilians-Universität München - Medizinische Fakultät;https://www.youtube.com/channel/UCmIoovqeiujBp1sZHI7-poQ
HNE Hochschule für nachhaltige Entwicklung Eberswalde (FH);https://www.youtube.com/user/HochschuleEberswalde
Universität Kaiserslautern Fachbereich Physik;https://www.youtube.com/user/TUKaiserslautern
Deutsches Herzzentrum Berlin;https://www.youtube.com/channel/UCpZh5vwsBhjH6JjBPjFq_ew
Hochschule Kaiserslautern;https://www.youtube.com/c/HochschuleKaiserslautern
FHW Fachhochschule Westküste Hochschule für Wirtschaft u. Technik;https://www.youtube.com/channel/UCF19wi6wXq8NA63lLI1cJmg
Johann Wolfgang Goethe-Universität;https://www.youtube.com/channel/UCOWYct5O7Do81ZekB6L6rXA
Technische Hochschule Ulm;https://www.youtube.com/channel/UCDGtPYAiGcGiimrPqlaGX1A
Koenig & Bauer AG;https://www.youtube.com/user/KoenigundBauerAG/featured
Hochschule Wismar;https://www.youtube.com/user/HSPRE
Evangelische Hochschule Ludwigsburg;https://www.youtube.com/channel/UCaT-cSwlYSp55sJ2BIyfqOA
KWA Stift im Hohenzollernpark;https://www.youtube.com/user/KWAwohnen/
Hochschule der Medien;https://www.youtube.com/user/HdMStuttgart
Ludwig-Maximilians-Universität;https://www.youtube.com/channel/UCmIoovqeiujBp1sZHI7-poQ
Technische Universität Wien -TU Wien- / Vienna University of Technology;https://www.youtube.com/channel/UC7oouRIqDfYHEO3hP59MowA
Gottfried Wilhelm Leibniz Universität Hannover;https://www.youtube.com/user/LeibnizUniHannover
Technische Universität München Heinz Maier-Leibnitz (FRM II);https://www.youtube.com/user/TUMuenchen1
Technische Universität Berlin;https://www.youtube.com/user/TUBerlinTV
Fachhochschule Aachen;https://www.youtube.com/channel/UCJE_StB87WG2EL1MuLZ1Ohw
HAWK - Hochschule für angewandte Wissenschaft und Kunst;https://www.youtube.com/channel/UCD0_nfsnw1qEySvpYRKihBw
Fachhochschule Kiel;https://www.youtube.com/channel/UCtArkI5RpS0MpLf0jxqWsPg
HRK Hochschulrektorenkonferenz;https://www.youtube.com/channel/UCq03Q037eNnqM55vLUCwQ8Q
Universität Passau;https://www.youtube.com/channel/UCD9RBpW2Uaf0c0dJkGcoD5g
Westfälische Wilhelms-Universität Münster;https://www.youtube.com/user/wwumuenster
Kbo Kinderzentrum München Gemeinnützige Gmbh;https://www.youtube.com/user/kboKliniken
Universität des Saarlandes;https://www.youtube.com/user/SaarlandUni
Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg);https://www.youtube.com/user/HAWHamburg
Diakonie Kork;https://www.youtube.com/channel/UCGCL9vF0Ih-lNt1b8Sq47Pg
Hochschule Bonn-Rhein-Sieg;https://www.youtube.com/c/H-bonn-rhein-siegDe
Köster GmbH - Köster Gruppe;https://www.youtube.com/channel/UCjyw0nGmOABMjV41H9hluPw
HFH · Hamburger Fern-Hochschule gGmbH;https://www.youtube.com/user/HFHFernhochschule
Universität Duisburg-Essen;https://www.youtube.com/user/UDEchannel
Universität zu Lübeck;https://www.youtube.com/channel/UCUK5J6D7Q4MTWzpm3ALxwnA
Westfälische Wilhelms-Universität Münster / WWU;https://www.youtube.com/user/wwumuenster
Universität Hohenheim;https://www.youtube.com/user/unihohenheim
Universität Bayreuth;https://www.youtube.com/user/unibayreuth
esmt European School of Management and Technology GmbH;https://www.youtube.com/user/esmtberlin
Carl von Ossietzky Universität Oldenburg;https://www.youtube.com/user/UniversityOldenburg
Philipps-Universität Marburg;https://www.youtube.com/channel/UCCYYr5nvvA18hI-hpPhQtDA
Ruprecht Karls Universität Heidelberg;https://www.youtube.com/user/UniHeidelberg
Helmut-Schmidt-Universität;https://www.youtube.com/user/HSUHamburg
Universität Kassel;https://www.youtube.com/channel/UCldumqvEXqIE112Kyq2S9yg
Universität Duisburg-Essen (UDE) - Campus Duisburg;https://www.youtube.com/user/UDEchannel
Universität Augsburg;https://www.youtube.com/user/UniversityAugsburg/
Bernd Blindow Gruppe;https://www.youtube.com/user/BlindowGruppe/
Technische Universität Berlin;https://www.youtube.com/user/TUBerlinTV
Hochschule Osnabrück;https://www.youtube.com/channel/UCblmQHzIyzVHnKHwu0nISrw
IB Internationaler Bund e.V. - Freier Träger der Jugend-, Sozial- u. Bildungsarbeit e.V.;https://www.youtube.com/user/InternationalerBund
Fachhochschule Karlsruhe Hochschule für Technik;https://www.youtube.com/user/HsKAvideo
Westsächsische Hochschule Zwickau;https://www.youtube.com/user/WHZHochschuleZwickau
Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth;https://www.youtube.com/user/jadeuniversity
Katholische Stiftungshochschule München - University Of Applied Sciences;https://www.youtube.com/channel/UChYwxZKIK7S10B1TbqOFVpw
Kliniken Maria Hilf GmbH;https://www.youtube.com/channel/UCvA4IA-kWQ4_VrmPua2fUtg
Universität Duisburg-Essen Campus Essen;https://www.youtube.com/user/UDEchannel
Europa-Universität Flensburg;https://www.youtube.com/EuropaUniversitatFlensburgEUF
Ludwig-Maximilians-Universität München / LMU;https://www.youtube.com/channel/UCmIoovqeiujBp1sZHI7-poQ
Technische Universität Dortmund;https://www.youtube.com/channel/UCLxQM_uF8QgtQq2HLL6SCiQ/featured
Albert-Ludwigs-Universität Freiburg;https://www.youtube.com/c/Universit%C3%A4tFreiburg
Georg-August-Universität Göttingen - Stiftung Öffentlichen Rechts;https://www.youtube.com/channel/UCzg-z2TL0Ks4Efz5o0z7AxQ
Universität Hamburg;https://www.youtube.com/c/unihamburg
Johannes Gutenberg-Universität Mainz;https://www.youtube.com/user/universitaetmainz
Institut für Physik der Johannes Gutenberg-Universität Mainz;https://www.youtube.com/user/universitaetmainz
Carl von Ossietzky Uni Oldenburg;https://www.youtube.com/user/UniversityOldenburg
Berufsakademie Sachsen Staatliche Studienakademie Glauchau;https://www.youtube.com/user/baglauchau
TU Dresden;https://www.youtube.com/user/TUDresdenTV
Heinrich-Heine-Universität Düsseldorf;https://www.youtube.com/channel/UCz78Aka2Ukfo2S5KfXApTiw
Bayerische Rotes Kreuz;https://www.youtube.com/user/BRKLandsberg
Technische Universität Bergakademie Freiberg;https://www.youtube.com/channel/UC76MdG8Ewd7_LNajayTzBag
AWO-Sozialmanagement gGmbH;https://www.youtube.com/user/awothueringen
Berufsförderungswerk München gemeinnützige Gesellschaft mbH;https://www.youtube.com/channel/UCUl2x57PTSv5ZNAw9uQc-CQ
Otto Christ AG;https://www.youtube.com/user/christwashsystems
FH Bielefeld / Fachhochschule Bielefeld;https://www.youtube.com/user/fachhochschulebi
